price_for_two,delivery_time_min,distance_km,food_prep_time_min,restaurant_age_years,avg_monthly_orders,discount_percent,delivery_fee,late_delivery_rate,packaging_rating,hygiene_rating,customer_support_rating,cuisine_count,city_tier,restaurant_type,veg_option,online_order,table_booking,food_rating
678.0,17.7,3.03,26.3,5.0,255.0,6.9,27.7,0.332,2,5,4,2,3,Cloud Kitchen,No,Yes,No,4
928.0,53.7,0.56,27.4,2.5,594.0,19.1,22.0,0.266,3,3,3,2,3,Cafe,Yes,Yes,No,4
1022.0,23.6,2.07,29.6,2.4,2506.0,3.3,51.2,0.168,3,5,4,2,1,Quick Bites,No,Yes,No,4
185.0,48.4,0.46,43.5,2.0,3383.0,35.9,56.7,0.159,4,3,4,2,1,Casual Dining,Yes,Yes,No,4
506.0,36.3,0.3,28.6,1.2,3221.0,34.1,39.6,0.116,4,4,3,2,1,Fine Dining,No,No,No,5
273.0,60.6,11.08,38.0,7.6,575.0,14.3,42.3,0.016,4,4,5,4,1,Cafe,Yes,Yes,No,3
251.0,19.6,4.73,27.6,3.6,2565.0,17.8,64.4,0.215,3,2,4,2,1,Cafe,No,Yes,No,4
370.0,44.2,5.41,32.9,18.4,1615.0,19.6,34.7,0.066,3,4,4,4,1,Quick Bites,Yes,No,No,4
257.0,34.9,5.99,18.9,4.3,517.0,5.6,16.8,0.048,5,4,4,1,1,Casual Dining,No,Yes,No,5
1370.0,31.7,5.3,11.0,2.4,2217.0,15.2,25.7,0.306,1,3,3,1,3,Cafe,Yes,Yes,Yes,3
235.0,51.8,4.13,24.2,6.5,983.0,32.4,22.1,0.187,3,5,2,1,2,Fine Dining,No,Yes,Yes,5
300.0,37.4,0.3,26.5,8.8,1204.0,4.1,53.0,0.152,4,4,2,2,1,Quick Bites,Yes,Yes,Yes,4
450.0,53.0,6.54,34.2,2.9,1535.0,18.9,32.1,0.061,3,4,4,2,1,Casual Dining,No,Yes,No,3
504.0,34.5,1.92,20.4,2.9,2254.0,14.8,27.5,0.161,3,1,4,1,3,Quick Bites,Yes,Yes,No,4
497.0,24.7,3.88,32.0,10.4,913.0,15.4,59.5,0.041,4,3,4,3,1,Casual Dining,No,Yes,Yes,5
270.0,38.6,0.85,26.2,1.4,1485.0,14.6,49.3,0.155,3,3,3,1,3,Quick Bites,Yes,Yes,No,4
553.0,42.5,0.89,26.4,7.5,713.0,5.9,23.0,0.195,4,2,4,1,2,Casual Dining,No,Yes,Yes,4
562.0,51.1,3.17,31.4,11.1,2503.0,9.0,47.1,0.341,4,3,2,2,1,Cafe,Yes,Yes,Yes,4
698.0,51.2,0.73,27.0,2.8,1256.0,19.7,63.3,0.015,5,3,3,4,1,Casual Dining,Yes,Yes,No,5
448.0,33.5,0.5,21.8,16.3,1367.0,15.7,44.1,0.157,5,3,2,3,2,Casual Dining,No,Yes,Yes,4
789.0,19.7,0.3,25.1,0.4,2814.0,21.2,26.4,0.424,3,3,5,2,2,Quick Bites,Yes,Yes,No,5
239.0,33.7,3.38,31.3,1.0,954.0,5.4,57.0,0.375,3,5,1,1,2,Casual Dining,No,No,No,3
943.0,51.9,16.87,28.8,1.7,1301.0,31.1,33.9,0.223,4,3,4,1,2,Casual Dining,No,No,No,4
751.0,35.4,3.07,32.9,26.3,2446.0,28.5,12.5,0.172,2,4,4,1,3,Casual Dining,Yes,Yes,Yes,4
577.0,55.4,2.44,31.5,12.1,1620.0,28.3,32.1,0.041,3,5,2,2,3,Casual Dining,No,Yes,No,3
619.0,38.7,0.3,10.5,18.4,1107.0,16.8,25.8,0.255,5,4,2,1,2,Casual Dining,No,Yes,No,5
799.0,34.2,5.3,10.5,1.7,912.0,3.5,18.3,0.131,4,3,4,3,2,Quick Bites,No,Yes,Yes,5
751.0,38.4,1.45,25.8,0.1,2301.0,37.4,24.2,0.026,3,4,2,3,3,Quick Bites,No,Yes,No,4
291.0,26.2,5.07,44.1,7.3,1316.0,16.1,56.1,0.102,3,5,4,1,1,Casual Dining,Yes,Yes,No,5
854.0,19.4,3.64,28.8,2.2,2090.0,11.7,97.1,0.046,3,4,2,3,1,Cloud Kitchen,No,Yes,No,4
548.0,44.5,2.81,12.9,1.5,1344.0,28.4,21.4,0.098,4,3,3,1,2,Cloud Kitchen,Yes,Yes,No,4
879.0,43.3,2.04,16.1,19.8,1140.0,15.2,36.6,0.092,3,2,5,4,1,Quick Bites,Yes,Yes,No,5
600.0,76.7,4.14,39.4,7.1,2060.0,29.1,14.3,0.446,3,3,3,1,2,Casual Dining,Yes,Yes,No,2
300.0,29.7,1.19,35.1,5.7,1057.0,45.3,50.3,0.303,4,3,4,1,3,Quick Bites,Yes,Yes,Yes,4
284.0,43.5,0.3,15.7,4.6,736.0,20.4,51.1,0.346,4,5,4,3,1,Casual Dining,No,Yes,No,5
609.0,49.2,4.41,15.1,1.7,2364.0,19.1,37.0,0.087,4,2,2,3,1,Cloud Kitchen,Yes,Yes,No,4
847.0,50.9,2.18,37.9,28.5,1578.0,21.4,35.4,0.121,2,4,3,1,2,Casual Dining,No,Yes,Yes,3
233.0,24.8,2.21,36.7,5.0,2130.0,20.8,35.9,0.004,4,4,1,2,1,Quick Bites,Yes,Yes,No,3
414.0,54.9,5.7,30.4,3.2,1283.0,37.0,27.4,0.048,5,2,5,3,1,Quick Bites,No,Yes,No,4
834.0,10.0,1.81,11.4,5.0,1377.0,28.8,35.4,0.077,4,5,5,3,1,Quick Bites,No,Yes,No,5
410.0,51.0,10.87,25.8,1.1,3000.0,16.9,0.0,0.144,2,2,4,4,1,Fine Dining,No,Yes,Yes,4
1199.0,54.5,5.64,16.8,4.9,1336.0,1.2,53.9,0.304,5,3,4,1,1,Casual Dining,No,Yes,No,5
687.0,50.8,3.9,25.4,7.2,440.0,38.2,34.2,0.055,5,5,3,1,1,Casual Dining,Yes,Yes,No,4
904.0,25.5,5.05,24.6,4.9,1550.0,30.2,22.6,0.011,3,3,2,4,3,Casual Dining,Yes,Yes,No,5
350.0,38.3,2.16,31.8,26.5,3730.0,18.0,21.9,0.231,3,3,3,1,2,Quick Bites,Yes,Yes,No,3
1226.0,23.7,5.48,20.5,9.1,2717.0,39.1,28.4,0.102,4,3,3,3,3,Cloud Kitchen,No,No,No,4
723.0,49.7,1.35,19.0,5.1,1423.0,27.7,16.6,0.09,3,4,4,2,3,Cafe,No,No,No,5
601.0,34.8,1.15,11.1,2.0,800.0,33.3,21.2,0.367,3,4,3,3,3,Quick Bites,Yes,Yes,Yes,5
734.0,66.4,4.35,24.8,16.3,1019.0,20.4,38.3,0.033,3,5,3,3,2,Quick Bites,No,Yes,No,4
578.0,10.0,2.52,43.1,3.8,1857.0,15.0,44.1,0.242,5,4,4,3,1,Quick Bites,Yes,No,Yes,5
1002.0,41.4,1.82,17.4,1.6,885.0,19.0,42.0,0.242,5,5,2,4,1,Casual Dining,No,No,No,4
481.0,72.8,0.74,30.3,5.6,1364.0,31.2,5.3,0.338,2,3,4,2,2,Casual Dining,No,Yes,No,3
445.0,30.4,1.06,34.4,11.4,1184.0,25.9,31.8,0.337,1,3,3,1,2,Fine Dining,Yes,Yes,No,4
462.0,38.5,1.18,31.0,0.7,1085.0,34.0,25.6,0.441,2,4,4,3,2,Casual Dining,Yes,No,No,4
568.0,41.6,1.5,24.2,2.5,1115.0,25.1,45.1,0.049,2,4,4,1,3,Quick Bites,Yes,Yes,No,3
525.0,49.1,4.93,18.6,0.7,1413.0,20.7,13.4,0.183,5,3,5,1,3,Casual Dining,Yes,No,Yes,5
201.0,44.4,0.5,23.8,0.6,4031.0,14.0,51.4,0.111,1,3,3,3,1,Quick Bites,No,Yes,Yes,3
880.0,48.1,1.36,17.4,1.9,1374.0,8.8,31.1,0.07,3,5,4,3,1,Cloud Kitchen,Yes,Yes,Yes,4
316.0,43.9,3.77,38.5,5.9,1696.0,22.2,27.8,0.193,4,1,1,1,3,Cafe,Yes,Yes,Yes,2
397.0,34.1,0.3,21.0,0.7,1669.0,5.7,36.2,0.181,3,5,3,2,2,Quick Bites,No,No,No,5
423.0,47.9,1.49,12.6,11.0,1062.0,21.9,44.9,0.071,4,2,5,3,1,Cloud Kitchen,Yes,Yes,Yes,5
742.0,49.5,2.96,24.8,5.2,1549.0,3.3,43.6,0.198,2,5,3,2,1,Quick Bites,No,Yes,Yes,3
176.0,13.3,5.63,34.0,0.2,4275.0,40.7,48.5,0.303,3,5,1,3,2,Quick Bites,Yes,No,No,4
251.0,55.1,1.74,23.3,1.9,1918.0,33.4,16.2,0.101,3,4,5,2,1,Cloud Kitchen,Yes,Yes,No,5
1678.0,31.8,0.68,23.8,0.1,1424.0,16.2,1.5,0.355,2,4,2,3,1,Cafe,No,Yes,Yes,3
976.0,41.0,3.56,27.0,1.3,584.0,18.1,42.7,0.598,3,4,4,3,1,Casual Dining,No,Yes,Yes,4
1197.0,53.7,1.71,23.0,1.7,1461.0,10.8,25.6,0.114,3,2,2,1,3,Casual Dining,No,Yes,No,3
440.0,13.8,0.3,38.2,4.5,2391.0,9.3,44.0,0.301,2,3,1,1,1,Cafe,Yes,No,Yes,2
934.0,29.2,4.07,39.2,1.7,1576.0,14.5,27.2,0.05,4,2,4,4,2,Fine Dining,Yes,Yes,Yes,5
453.0,61.6,0.69,25.2,0.1,5119.0,5.6,40.3,0.116,4,3,1,3,1,Quick Bites,Yes,No,No,3
403.0,42.5,5.07,28.9,1.2,1550.0,22.0,33.3,0.016,3,4,4,2,2,Casual Dining,Yes,Yes,No,5
202.0,24.8,0.69,30.1,1.8,1930.0,5.7,54.8,0.4,5,3,1,2,3,Quick Bites,Yes,Yes,Yes,4
482.0,43.8,2.36,35.8,0.3,1471.0,13.3,16.5,0.071,5,3,5,2,1,Fine Dining,No,Yes,Yes,4
438.0,45.1,1.13,26.4,12.2,2494.0,4.1,23.1,0.061,3,3,5,3,1,Cloud Kitchen,Yes,No,No,4
165.0,13.3,3.25,31.1,2.9,924.0,28.0,37.5,0.192,4,1,4,3,2,Casual Dining,No,Yes,Yes,4
310.0,23.8,5.32,11.7,10.3,2125.0,14.9,31.1,0.145,2,4,3,1,3,Casual Dining,No,Yes,Yes,5
432.0,63.8,8.8,28.5,5.8,2690.0,22.2,45.9,0.514,5,3,1,1,1,Casual Dining,Yes,Yes,No,3
281.0,47.0,0.3,32.5,2.2,891.0,43.0,30.6,0.377,3,5,5,4,2,Quick Bites,No,Yes,No,5
729.0,46.5,0.84,41.4,0.8,2324.0,9.5,46.3,0.044,4,3,1,2,1,Casual Dining,No,Yes,No,3
426.0,10.0,13.67,39.5,14.6,334.0,31.5,60.3,0.297,3,2,4,4,3,Quick Bites,No,No,Yes,4
584.0,13.2,0.3,16.1,10.4,8907.0,20.7,25.0,0.166,3,3,5,2,2,Cloud Kitchen,Yes,Yes,No,5
907.0,29.5,0.61,27.6,0.9,964.0,21.6,27.2,0.139,4,5,4,4,3,Cafe,Yes,Yes,No,5
603.0,32.4,6.7,18.5,1.9,2420.0,24.6,0.0,0.024,4,5,3,4,2,Casual Dining,No,Yes,No,5
252.0,43.4,3.28,28.7,6.2,2487.0,15.3,61.7,0.203,5,3,4,1,1,Casual Dining,Yes,Yes,Yes,5
707.0,38.1,0.86,28.2,0.9,720.0,43.5,40.5,0.052,5,3,3,3,1,Casual Dining,Yes,Yes,No,4
375.0,46.7,1.46,45.2,8.5,2911.0,35.7,43.8,0.031,4,4,3,2,2,Cloud Kitchen,No,Yes,Yes,3
219.0,61.8,1.27,19.1,9.9,1819.0,21.0,14.1,0.083,5,4,2,2,2,Fine Dining,Yes,Yes,Yes,4
451.0,35.8,0.44,39.0,1.1,670.0,18.6,41.3,0.324,5,2,1,2,1,Quick Bites,No,Yes,Yes,3
631.0,31.7,10.33,10.0,3.3,1017.0,10.2,44.4,0.393,5,4,3,4,2,Cafe,Yes,No,Yes,5
613.0,12.7,2.63,28.3,23.0,3094.0,3.9,22.6,0.191,3,3,3,4,3,Fine Dining,Yes,No,Yes,5
222.0,69.8,0.3,20.6,2.7,1661.0,44.3,64.2,0.143,5,4,5,3,1,Quick Bites,Yes,Yes,Yes,5
506.0,51.2,4.04,21.6,0.2,1277.0,14.4,36.3,0.199,4,2,2,1,1,Casual Dining,No,Yes,No,3
829.0,28.2,11.07,40.5,5.8,818.0,21.6,50.0,0.095,4,4,3,2,2,Fine Dining,No,Yes,No,5
358.0,60.0,5.11,30.3,1.1,3162.0,16.8,42.1,0.131,3,3,5,2,3,Fine Dining,No,No,No,4
504.0,21.3,3.23,33.4,3.6,1874.0,12.8,20.6,0.08,4,4,2,1,2,Casual Dining,Yes,Yes,Yes,4
519.0,38.8,2.03,10.0,4.2,534.0,40.8,39.8,0.265,4,5,3,3,2,Quick Bites,Yes,No,Yes,4
548.0,42.5,3.54,25.2,0.7,7043.0,17.7,28.9,0.218,4,3,3,4,1,Casual Dining,No,Yes,Yes,5
880.0,37.8,2.48,23.0,4.8,1134.0,28.0,33.5,0.044,3,2,3,2,2,Quick Bites,No,No,No,4
539.0,50.0,0.82,18.5,1.0,1335.0,31.6,23.4,0.305,2,3,4,3,2,Cloud Kitchen,Yes,Yes,No,4
263.0,40.3,8.13,24.4,0.5,1002.0,8.8,27.8,0.708,4,4,5,1,1,Quick Bites,Yes,Yes,Yes,5
296.0,55.6,17.75,37.4,3.1,664.0,34.1,8.8,0.143,1,4,5,3,2,Casual Dining,No,No,Yes,4
565.0,59.7,0.34,30.5,6.0,1949.0,20.4,100.7,0.312,4,3,5,3,1,Cafe,Yes,No,No,4
184.0,17.4,5.93,30.0,8.5,424.0,23.9,41.0,0.02,5,4,2,3,1,Cafe,Yes,Yes,Yes,5
503.0,47.2,7.05,18.0,17.9,1762.0,14.9,43.8,0.241,3,4,3,1,2,Quick Bites,Yes,Yes,No,4
525.0,36.4,3.98,34.7,6.2,1715.0,40.9,45.3,0.398,3,3,4,2,2,Quick Bites,Yes,Yes,Yes,4
644.0,39.6,2.8,43.1,7.7,2861.0,25.9,45.5,0.119,4,2,5,1,1,Quick Bites,No,No,No,4
410.0,17.4,4.89,22.2,13.8,2187.0,2.9,30.5,0.209,3,5,3,1,3,Cloud Kitchen,No,Yes,No,4
521.0,32.2,3.54,19.2,13.2,1944.0,29.4,36.8,0.037,4,5,3,4,3,Cloud Kitchen,Yes,Yes,No,5
346.0,35.1,2.89,13.5,2.7,1313.0,22.4,68.7,0.32,4,4,3,2,1,Cafe,Yes,No,No,4
339.0,31.1,6.87,29.9,34.3,1505.0,0.8,63.5,0.395,2,5,3,4,2,Cafe,No,Yes,Yes,4
810.0,52.9,6.71,29.4,17.3,847.0,18.0,41.2,0.345,4,5,4,3,1,Quick Bites,No,Yes,No,5
377.0,44.8,4.92,28.8,28.2,1728.0,5.9,66.8,0.075,3,4,5,3,3,Cloud Kitchen,Yes,Yes,Yes,5
595.0,36.1,10.47,19.7,14.1,1482.0,7.7,39.3,0.157,3,1,3,4,1,Fine Dining,No,Yes,Yes,4
882.0,39.3,6.21,27.2,5.3,1850.0,46.7,53.2,0.006,4,4,3,1,1,Casual Dining,No,Yes,Yes,4
1147.0,25.8,4.49,37.0,12.0,1007.0,8.0,37.3,0.103,3,3,2,3,1,Cloud Kitchen,Yes,Yes,Yes,3
1044.0,22.1,4.72,25.3,3.3,1795.0,13.5,70.8,0.016,4,3,4,3,1,Casual Dining,Yes,Yes,No,5
368.0,17.4,0.4,29.9,1.7,926.0,4.9,59.2,0.256,3,3,3,4,2,Cafe,Yes,No,No,4
233.0,12.8,2.13,16.2,15.6,845.0,31.6,22.1,0.168,3,3,4,3,3,Casual Dining,Yes,Yes,No,5
431.0,49.1,2.23,10.0,2.4,2740.0,12.4,50.3,0.143,5,3,2,3,2,Cafe,Yes,Yes,Yes,5
395.0,47.8,3.09,15.6,12.3,2182.0,22.0,42.3,0.102,4,5,3,2,1,Casual Dining,Yes,Yes,No,5
483.0,24.5,0.3,35.3,2.2,1875.0,29.8,41.6,0.429,3,3,4,1,1,Casual Dining,Yes,Yes,Yes,4
437.0,49.0,5.3,38.2,5.0,2501.0,10.8,44.5,0.281,4,4,4,1,2,Quick Bites,Yes,Yes,Yes,4
467.0,20.9,0.96,12.4,0.4,932.0,22.0,41.9,0.054,4,2,3,1,1,Casual Dining,Yes,Yes,No,4
198.0,28.7,5.8,18.6,7.1,1323.0,18.9,28.8,0.276,3,4,2,2,2,Casual Dining,Yes,No,Yes,5
589.0,35.2,4.65,22.6,2.9,1979.0,1.6,52.7,0.117,5,4,4,2,2,Cloud Kitchen,Yes,Yes,No,5
1290.0,30.2,3.85,27.8,7.3,2917.0,47.4,50.8,0.281,3,4,4,2,1,Casual Dining,No,Yes,No,5
1229.0,16.7,3.33,43.2,22.6,7485.0,8.4,40.8,0.299,4,4,3,3,3,Casual Dining,Yes,No,No,5
677.0,44.0,3.24,24.2,0.0,567.0,36.9,49.7,0.031,3,3,4,4,3,Cafe,Yes,Yes,No,4
717.0,50.1,3.8,17.9,10.0,5073.0,14.7,12.7,0.496,4,2,4,1,1,Quick Bites,Yes,Yes,No,4
338.0,38.3,1.99,27.5,4.0,1719.0,36.9,0.0,0.018,4,3,2,1,3,Quick Bites,Yes,No,No,4
396.0,35.5,7.14,32.0,3.1,1508.0,33.0,0.5,0.382,4,3,2,4,1,Quick Bites,Yes,Yes,Yes,3
1540.0,47.3,0.64,29.2,6.3,493.0,7.5,46.4,0.407,5,2,3,2,1,Cloud Kitchen,Yes,No,No,4
590.0,55.8,4.93,10.0,6.2,2589.0,38.2,5.3,0.294,3,4,3,1,2,Cafe,Yes,Yes,Yes,4
961.0,50.6,0.87,26.0,6.2,890.0,35.3,44.1,0.284,3,5,4,1,3,Quick Bites,Yes,Yes,No,5
527.0,54.2,3.05,30.9,3.7,2251.0,30.1,44.8,0.045,3,1,2,4,3,Cloud Kitchen,Yes,Yes,No,2
669.0,56.1,5.5,19.0,21.5,647.0,17.4,32.4,0.189,4,3,4,4,2,Quick Bites,Yes,Yes,No,3
748.0,41.2,4.87,29.1,5.9,3633.0,5.3,21.9,0.105,3,3,5,2,3,Quick Bites,No,Yes,No,5
701.0,25.0,1.7,35.8,20.1,1463.0,18.5,34.8,0.056,2,3,5,3,3,Quick Bites,No,Yes,No,5
295.0,45.0,0.66,38.6,9.7,1435.0,10.9,28.1,0.171,3,4,4,1,2,Quick Bites,Yes,Yes,Yes,3
446.0,63.5,0.95,33.6,1.1,907.0,36.2,50.2,0.233,4,4,5,3,1,Cafe,No,Yes,Yes,3
1498.0,55.0,0.61,31.3,15.3,2340.0,45.0,60.5,0.107,3,3,3,2,1,Casual Dining,No,Yes,No,5
496.0,35.2,3.57,30.4,1.1,1300.0,35.4,58.7,0.026,5,3,5,2,1,Cafe,Yes,No,No,5
930.0,37.5,5.18,33.9,3.8,1918.0,45.0,46.1,0.032,3,3,4,2,1,Casual Dining,No,Yes,Yes,4
473.0,42.5,2.04,22.2,12.3,3028.0,28.3,26.6,0.147,4,3,3,3,1,Casual Dining,No,Yes,No,4
272.0,48.5,0.78,26.1,42.1,2639.0,2.0,47.1,0.153,3,3,1,1,2,Casual Dining,Yes,No,Yes,3
331.0,18.0,2.76,42.3,2.7,1775.0,7.5,29.8,0.06,3,4,3,1,2,Casual Dining,Yes,Yes,Yes,4
234.0,27.3,4.04,32.6,9.0,837.0,8.7,22.5,0.221,2,4,4,1,1,Casual Dining,No,Yes,No,3
199.0,45.5,1.6,21.6,8.1,3576.0,37.4,37.7,0.11,2,4,4,1,3,Quick Bites,Yes,Yes,Yes,4
423.0,45.4,8.34,45.4,2.1,1829.0,40.2,64.0,0.129,4,3,2,2,2,Casual Dining,Yes,No,No,3
342.0,51.6,2.2,38.6,7.6,2006.0,47.0,32.8,0.229,3,5,2,2,1,Quick Bites,No,Yes,No,2
247.0,32.1,8.86,39.5,18.6,1646.0,30.9,51.9,0.085,2,5,3,1,1,Casual Dining,No,No,No,3
334.0,61.9,3.25,20.4,1.5,3962.0,9.8,60.5,0.061,4,3,1,4,3,Casual Dining,No,Yes,No,4
369.0,20.1,2.87,26.6,8.6,705.0,15.2,25.7,0.122,2,4,5,2,2,Casual Dining,Yes,Yes,No,5
639.0,23.8,0.91,26.7,18.4,1270.0,13.6,57.5,0.097,4,4,3,1,3,Quick Bites,Yes,Yes,Yes,5
647.0,34.1,1.38,31.9,6.5,979.0,18.4,45.4,0.174,4,3,4,1,2,Casual Dining,No,Yes,No,4
530.0,22.3,0.94,33.3,11.8,617.0,25.7,22.9,0.269,4,5,4,1,1,Casual Dining,Yes,Yes,No,5
828.0,34.0,1.45,35.5,2.7,1404.0,16.2,36.4,0.066,4,5,4,2,3,Fine Dining,No,Yes,No,5
515.0,37.5,2.46,28.7,0.4,1880.0,23.7,34.6,0.391,5,3,4,1,1,Cafe,Yes,Yes,No,4
563.0,43.3,1.77,23.3,0.0,980.0,32.1,48.9,0.428,4,4,4,2,2,Cafe,No,Yes,No,5
299.0,44.2,0.59,16.6,6.3,679.0,15.1,26.7,0.226,3,4,4,3,2,Fine Dining,Yes,No,No,5
350.0,46.2,2.18,24.9,6.7,2075.0,48.4,47.7,0.168,1,4,5,3,3,Cafe,No,Yes,No,4
480.0,47.9,7.83,27.3,1.3,2359.0,11.6,13.9,0.263,2,4,5,3,3,Quick Bites,No,Yes,Yes,4
407.0,42.3,2.4,26.9,0.5,5754.0,11.2,48.1,0.263,3,3,4,1,2,Quick Bites,No,Yes,Yes,4
1210.0,31.7,7.0,20.3,0.5,1397.0,16.7,57.0,0.094,5,1,3,4,2,Cafe,Yes,Yes,Yes,4
667.0,61.0,12.7,10.0,9.3,952.0,7.1,44.5,0.27,3,1,5,2,2,Quick Bites,Yes,Yes,No,5
702.0,42.0,0.43,19.8,8.6,1028.0,8.7,19.8,0.182,3,4,3,1,1,Cafe,No,Yes,No,3
460.0,56.6,7.14,13.3,6.3,1725.0,34.8,29.7,0.046,4,3,2,1,1,Quick Bites,No,Yes,No,4
607.0,37.6,1.49,23.9,6.7,2418.0,20.1,58.0,0.213,3,1,1,1,1,Casual Dining,Yes,Yes,Yes,3
1074.0,21.6,0.3,27.0,3.2,2066.0,55.8,48.0,0.276,3,5,4,3,3,Quick Bites,Yes,Yes,No,4
354.0,44.1,4.09,17.7,7.1,3307.0,22.4,14.4,0.141,4,2,1,2,1,Cafe,Yes,Yes,No,4
925.0,46.8,0.44,28.2,2.4,913.0,18.6,66.5,0.184,4,5,4,4,2,Cloud Kitchen,Yes,Yes,No,5
237.0,35.2,8.23,26.6,6.0,1170.0,17.7,41.8,0.207,3,2,5,2,2,Casual Dining,No,Yes,No,4
664.0,37.6,9.04,11.4,5.0,965.0,29.2,49.1,0.041,3,4,3,2,1,Quick Bites,No,No,No,3
828.0,14.9,1.4,19.5,7.6,1055.0,26.4,21.8,0.29,4,4,3,2,2,Cloud Kitchen,Yes,Yes,No,5
821.0,17.9,0.6,23.9,2.9,921.0,11.2,14.1,0.123,4,3,1,3,2,Casual Dining,Yes,No,Yes,4
800.0,32.4,7.46,10.0,0.7,1461.0,12.9,24.7,0.148,3,3,5,3,1,Casual Dining,No,Yes,No,5
241.0,54.7,0.98,20.1,9.6,2506.0,11.5,23.4,0.009,3,1,2,3,2,Casual Dining,Yes,Yes,No,3
420.0,46.0,3.47,34.8,17.2,777.0,14.7,56.0,0.241,3,4,3,1,1,Casual Dining,Yes,Yes,Yes,4
1124.0,46.3,2.25,25.1,1.9,1091.0,47.2,28.0,0.575,2,3,5,3,1,Casual Dining,Yes,Yes,No,3
851.0,43.1,0.66,29.6,9.2,1046.0,10.6,78.9,0.192,2,3,4,1,2,Quick Bites,Yes,Yes,No,3
366.0,18.3,2.13,22.2,7.3,3311.0,17.6,68.8,0.099,4,5,5,1,1,Casual Dining,Yes,Yes,No,5
345.0,53.8,2.94,32.0,0.8,1543.0,20.5,76.7,0.278,1,5,2,1,1,Casual Dining,No,No,No,2
630.0,44.8,4.65,12.6,4.8,2150.0,35.6,36.5,0.053,4,4,2,2,1,Casual Dining,Yes,Yes,Yes,5
471.0,21.8,2.25,27.0,15.0,4292.0,24.0,0.1,0.012,4,4,2,1,1,Cafe,Yes,No,Yes,5
454.0,47.8,0.71,20.3,7.3,528.0,28.2,53.9,0.236,3,4,2,3,2,Quick Bites,Yes,Yes,Yes,3
346.0,58.2,0.69,23.2,14.1,5893.0,23.4,64.6,0.356,3,3,2,2,2,Quick Bites,Yes,Yes,No,3
575.0,48.6,0.79,31.8,5.0,998.0,12.0,51.1,0.27,4,3,4,2,3,Cloud Kitchen,No,Yes,No,3
758.0,32.8,6.5,15.2,5.0,3309.0,6.5,82.2,0.072,3,5,3,1,1,Cafe,Yes,No,No,4
499.0,35.0,3.28,24.0,10.4,2304.0,24.6,77.8,0.489,3,4,4,2,1,Casual Dining,Yes,No,No,3
709.0,49.0,1.5,31.9,0.6,3409.0,20.9,50.8,0.317,3,3,2,3,1,Cloud Kitchen,Yes,Yes,Yes,5
500.0,10.0,0.49,34.1,5.6,1108.0,17.4,52.2,0.055,5,3,2,3,2,Cloud Kitchen,No,Yes,Yes,4
1900.0,35.7,3.7,28.8,4.5,1692.0,14.8,45.9,0.004,4,5,1,1,2,Quick Bites,No,Yes,Yes,2
696.0,20.9,1.86,19.5,6.8,1419.0,15.9,30.9,0.062,5,3,3,1,1,Casual Dining,No,Yes,No,5
999.0,31.7,4.72,29.9,4.6,2121.0,14.0,69.8,0.067,4,1,3,1,1,Quick Bites,Yes,Yes,No,3
219.0,10.0,3.4,30.7,11.1,1419.0,18.6,21.3,0.086,3,4,1,4,2,Casual Dining,No,No,No,4
359.0,35.5,0.55,33.9,2.4,1859.0,18.9,13.4,0.044,5,2,4,2,2,Cloud Kitchen,No,Yes,No,3
456.0,41.2,2.91,19.0,10.6,1683.0,15.2,68.5,0.094,5,3,1,1,2,Casual Dining,Yes,No,No,4
330.0,33.1,16.77,15.8,11.5,2756.0,20.8,60.5,0.283,2,4,4,2,1,Cafe,Yes,Yes,No,4
169.0,51.4,3.01,14.2,6.4,1256.0,29.1,46.9,0.232,4,3,4,3,1,Fine Dining,Yes,Yes,Yes,4
414.0,44.0,0.76,28.5,5.5,1091.0,13.1,0.9,0.047,3,3,2,3,2,Quick Bites,Yes,No,Yes,3
1110.0,39.5,2.64,14.2,0.8,2353.0,28.3,19.1,0.168,3,4,5,1,1,Quick Bites,Yes,No,No,5
622.0,31.5,1.95,30.1,8.9,1557.0,12.5,40.8,0.065,4,4,3,1,2,Quick Bites,Yes,Yes,No,4
648.0,53.8,1.89,39.5,1.7,3904.0,17.9,17.6,0.084,4,4,4,2,2,Casual Dining,Yes,Yes,No,5
825.0,48.4,1.29,19.0,5.6,514.0,47.1,73.0,0.264,5,4,5,4,2,Fine Dining,Yes,Yes,No,5
448.0,54.5,0.3,49.9,24.6,1058.0,46.1,18.7,0.083,4,3,3,1,1,Cloud Kitchen,Yes,Yes,No,3
887.0,37.3,8.25,34.8,2.1,1430.0,37.6,78.5,0.25,4,3,1,1,2,Casual Dining,No,Yes,No,4
522.0,18.4,2.95,39.8,8.3,1140.0,8.9,45.6,0.244,3,4,4,1,1,Cafe,No,Yes,Yes,4
698.0,46.5,0.3,23.8,2.3,2147.0,18.1,7.0,0.275,3,4,4,1,3,Quick Bites,No,Yes,Yes,5
302.0,18.7,2.29,32.2,0.1,488.0,16.9,33.6,0.449,4,4,4,2,1,Casual Dining,No,Yes,Yes,4
513.0,58.5,0.41,29.9,0.1,1944.0,9.2,43.8,0.481,1,3,5,1,3,Cafe,No,No,Yes,2
607.0,47.5,1.03,20.4,6.7,1667.0,9.7,19.5,0.084,5,5,4,2,2,Cloud Kitchen,Yes,Yes,Yes,5
343.0,29.8,1.47,24.7,1.8,1767.0,28.3,34.0,0.19,5,3,4,1,1,Quick Bites,No,Yes,No,5
